Screen, Action, Date --- Time
End of Day EMA,'Next/Submit' Button Tapped at,08/05/2019 19:33:45.230
End Of Day EMA,'Answer Toggle' Button Tapped at,08/05/2019 19:33:49.970
End Of Day EMA,'Answer Toggle' Button Tapped at,08/05/2019 19:33:50.643
End of Day EMA,'Next/Submit' Button Tapped at,08/05/2019 19:33:53.130
End Of Day EMA,'Answer Toggle' Button Tapped at,08/05/2019 19:33:57.518
End Of Day EMA,'Answer Toggle' Button Tapped at,08/05/2019 19:33:58.124
End of Day EMA,'Next/Submit' Button Tapped at,08/05/2019 19:33:59.483
End of Day EMA,'Next/Submit' Button Tapped at,08/05/2019 19:34:22.691
End Of Day EMA,'Answer Toggle' Button Tapped at,08/05/2019 19:34:25.795
End of Day EMA,'Next/Submit' Button Tapped at,08/05/2019 19:34:27.877
End of Day EMA,'Next/Submit' Button Tapped at,08/05/2019 19:34:36.173
Main Activity,'Start' Button Tapped at,08/05/2019 21:04:27.635
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 21:04:33.832
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 21:04:35.805
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 21:04:36.407
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 21:04:38.652
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 21:04:39.733
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 21:04:44.722
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 21:04:51.735
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 21:04:55.477
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 21:04:56.993
Pain EMA,'Back' Button Tapped at,08/05/2019 21:05:06.558
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 21:05:12.130
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 21:05:16.978
Main Activity,'Start' Button Tapped at,08/05/2019 22:49:10.626
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 22:49:15.707
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:49:16.959
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:49:17.800
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:49:18.275
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:49:19.083
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 22:49:20.997
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 22:49:30.975
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:49:33.411
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 22:49:34.573
Pain EMA,'Back' Button Tapped at,08/05/2019 22:49:42.849
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:49:51.475
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:49:54.838
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:49:56.179
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:49:59.157
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:50:01.310
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:50:02.670
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 22:50:03.547
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 22:50:06.527
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 22:50:09.272
Main Activity,'Start' Button Tapped at,08/05/2019 23:54:04.582
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 23:54:11.402
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:54:12.775
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:54:13.000
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:54:13.566
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:54:14.201
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:54:15.038
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:54:15.895
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 23:54:16.766
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 23:54:55.061
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:54:57.527
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 23:54:58.485
Pain EMA,'Back' Button Tapped at,08/05/2019 23:55:16.062
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:55:17.057
Pain EMA,'Back' Button Tapped at,08/05/2019 23:55:20.088
Pain EMA,'Back' Button Tapped at,08/05/2019 23:55:23.381
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:55:25.112
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:55:25.828
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:55:26.934
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:55:28.403
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:55:29.172
Pain EMA,'First Answer Toggle' Button Tapped at,08/05/2019 23:55:29.925
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 23:55:31.494
Pain EMA,'Next/Submit' Button Tapped at,08/05/2019 23:55:35.244
Main Activity,'Sleep' Button Tapped while NOT charging at,08/06/2019 00:25:56.221
Main Activity,'Sleep' Button Tapped while NOT charging at,08/06/2019 00:26:54.398
Main Activity,'Sleep' Button Tapped while NOT charging at,08/06/2019 06:04:22.450
Main Activity,'Sleep' Button Tapped while NOT charging at,08/06/2019 06:05:24.890
Main Activity,'Sleep' Button Tapped while charging at,08/06/2019 06:05:33.566
Main Activity,'Sleep' Button Tapped while charging at,08/06/2019 06:05:34.035
Main Activity,'Sleep' Button Tapped while charging at,08/06/2019 06:05:34.785
Main Activity,'Sleep' Button Tapped while charging at,08/06/2019 06:05:34.922
Main Activity,'Sleep' Button Tapped while charging at,08/06/2019 06:05:35.077
Main Activity,'Sleep' Button Tapped while charging at,08/06/2019 06:05:35.910
Main Activity,'Sleep' Button Tapped while NOT charging at,08/06/2019 06:50:44.350
Main Activity,'Sleep' Button Tapped while charging at,08/06/2019 06:50:59.345
